name,race,background,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,day,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup
2b3fcb,Human,Criminal,Sorcerer 1,Sorcerer,Shadow Magic,1,,7,14,11,18,13,16,15,18,Stealth|Deception|Intimidation|Persuasion,04 16 18,NE,E,N,Human,,Spear|Dagger,01-03
864f34,Dragonborn,Mercenary Veteran,Fighter 1,Fighter,,1,,14,16,18,16,18,13,15,13,Athletics|Survival|Intimidation|Persuasion,05 01 18,,NA,NA,Dragonborn,,"Crossbow, Light",01-03
788f1e,Turtle,Folk Hero,Ranger 1,Ranger,,1,,11,16,17,14,13,10,13,8,Athletics|Stealth|Nature|Animal Handling|Survival,05 01 18,,NA,NA,Turtle,,Shortsword|Longbow,01-03
64508c,Tiefling,Criminal,Rogue 1,Rogue,,1,,8,14,8,16,10,16,12,13,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,04 23 18,CN,N,C,Tiefling,,Shortsword|Shortbow|Dagger,01-03
4703f1,Firbolg,Hermit,Druid 1,Druid,,1,,10,15,9,14,14,12,17,8,Religion|Insight|Medicine|Perception,05 07 18,,NA,NA,Firbolg,Guidance*0|Cure Wounds*1|Healing Word*1,Scimitar,01-03
e45f83,Scourge Aasimar,Mercenary Veteran,Cleric 1,Cleric,Death Domain,1,,8,17,16,13,11,11,16,11,Athletics|Religion|Insight|Persuasion,04 26 18,,NA,NA,Aasimar,Chill Touch*0|False Life*1|Ray of Sickness*1,Warhammer,01-03
80ecbd,Half-Elf,Charlatan,Ranger 1,Ranger,,1,,12,15,12,18,14,10,15,18,Sleight of Hand|Stealth|Nature|Animal Handling|Survival|Deception|Persuasion,05 06 18,,NA,NA,Half-Elf,,Shortsword|Longbow,01-03
025f38,Tiefling,Charlatan,Warlock 1,Warlock,The Archfey,1,,11,12,8,13,17,12,10,19,Sleight of Hand|Arcana|Deception|Intimidation,05 06 18,,NA,NA,Tiefling,,Dagger,01-03
2274fe,Lightfoot Halfling,Charlatan,Bard 1,Bard,,1,,10,15,15,18,14,10,15,19,Sleight of Hand|Stealth|Deception|Performance|Persuasion,05 06 18,,NA,NA,Halfling,,Rapier|Dagger,01-03
3e18d6,Human,Clan Crafter,Fighter 1,Fighter,,1,,10,15,18,15,10,17,8,12,History|Insight|Perception|Intimidation,05 07 18,,NA,NA,Human,,"Longbow|Crossbow, hand|Handaxe",01-03
e17b29,Dark Elf,Criminal,Sorcerer 1,Sorcerer,Shadow Magic,1,,9,12,15,14,18,15,15,19,Stealth|Arcana|Perception|Deception|Intimidation,05 02 18,,NA,NA,Elf,,Quarterstaff|Dagger,01-03
de07d4,Human,Urban Bounty Hunter,Ranger 1,Ranger,,1,,10,14,17,17,10,13,13,18,Athletics|Stealth|Survival|Deception|Persuasion,05 02 18,,NA,NA,Human,,Shortsword|Longbow,01-03
514cf9,Orc,Acolyte,Fighter 1,Fighter,,1,,11,16,20,18,13,10,9,16,Religion|Insight|Perception|Survival|Intimidation,05 02 18,,NA,NA,Orc,,"Greataxe|Maul|Crossbow, Light",01-03
476dc7,Kobold,Soldier,Fighter 1,Fighter,,1,,12,18,8,17,15,14,8,8,Athletics|Acrobatics|Perception|Intimidation,05 04 18,,NA,NA,Kobold,,"Battleaxe|Crossbow, Light",01-03
b16052,Dark Elf,Urchin,Rogue 1,Rogue,,1,,8,14,13,17,12,14,10,16,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,04 19 18,,NA,NA,Elf,,Rapier|Shortbow|Dagger,01-03
c42383,Human,Charlatan,Rogue 1,Rogue,,1,,8,14,12,17,11,12,15,17,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,04 27 18,,NA,NA,Human,,Rapier|Shortbow|Dagger,01-03
98b130,Human,Soldier,Fighter 1,Fighter,,1,Sentinel,13,16,19,17,16,8,10,12,Athletics|Acrobatics|Perception|Survival|Intimidation,04 27 18,,NA,NA,Human,,"Crossbow, Light",01-03
dd91ca,Human,Criminal,Rogue 1,Rogue,,1,Dungeon Delver,9,15,17,18,13,10,8,10,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,04 27 18,,NA,NA,Human,,Rapier|Shortbow|Dagger,01-03
4994c4,High Elf,Haunted One,Wizard 1,Wizard,,1,,7,14,7,18,13,19,17,11,Arcana|History|Investigation|Insight|Perception,04 27 18,,NA,NA,Elf,,Dagger,01-03
e81f30,Wood Elf,Urban Bounty Hunter,Ranger 1,Ranger,,1,,11,15,16,19,12,13,14,13,Athletics|Stealth|Investigation|Insight|Perception|Survival,04 27 18,,NA,NA,Elf,,Shortsword|Longbow,01-03
1441ba,Human,Sailor,Cleric 1,Cleric,Tempest Domain,1,Healer,11,18,16,14,16,14,19,10,Athletics|Insight|Medicine|Perception|Persuasion,04 27 18,,NA,NA,Human,Fog Cloud*1|Thunderwave*1,"Mace|Crossbow, Light",01-03
69d201,Human,Sailor,Warlock 1,Warlock,The Hexblade,1,Magic Initiate,9,13,8,14,14,10,12,16,Athletics|Perception|Deception|Intimidation|Persuasion,04 23 18,,NA,NA,Human,,Dagger,01-03
c77d90,Tiefling,Haunted One,Warlock 1,Warlock,The Great Old One,1,,10,12,8,13,14,13,10,17,Investigation|Survival|Deception|Intimidation,04 16 18,,NA,NA,Tiefling,Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1,Quarterstaff|Sickle|Dagger,01-03
dd6ad9,Wood Elf,Criminal,Rogue 1,Rogue,,1,,10,15,12,20,15,15,12,13,Athletics|Acrobatics|Stealth|Investigation|Perception|Deception|Persuasion,04 16 18,,NA,NA,Elf,,Rapier|Shortbow|Dagger,01-03
5adfa6,Earth Genasi,Haunted One,Fighter 1,Fighter,,1,,13,18,16,10,16,13,10,10,Athletics|History|Investigation|Religion,05 05 18,CG,G,C,Genasi,,Battleaxe|Handaxe,01-03
8d74da,Ghastly Halfling,Outlander,Druid 1,Druid,,1,,7,13,8,10,8,8,9,8,Athletics|Arcana|Perception|Survival,04 16 18,,NA,NA,Halfling,,Scimitar,01-03
5fe6dd,Ghostwise Halfling,Outlander,Druid 1,Druid,,1,,10,16,9,16,14,13,14,6,Athletics|Arcana|Perception|Survival,04 30 18,,NA,NA,Halfling,,Scimitar,01-03
e8acde,Aarakocra,Sailor,Monk 1,Monk,,1,,9,15,11,16,12,10,14,10,Athletics|Acrobatics|Stealth|Perception,05 01 18,NG,G,N,Aarakocra,,Dart|Unarmed Strike|Quarterstaff,01-03
1f12fc,Human,Far Traveler,Cleric 1,Cleric,Nature Domain,1,War Caster,11,18,13,13,16,11,18,10,History|Religion|Animal Handling|Insight|Perception|Survival,05 01 18,LG,G,L,Human,Animal Friendship*1|Bane*1|Bless*1|Ceremony*1|Command*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1|Speak with Animals*1,Mace|Spear,01-03
aa48f5,Human,Criminal,Rogue 1,Rogue,,1,,9,14,15,17,13,13,14,19,Acrobatics|Stealth|Insight|Deception|Intimidation|Persuasion,05 06 18,NE,E,N,Human,,Shortsword|Shortbow|Dagger,01-03
8e0952,High Elf,Noble,Rogue 1,Rogue,,1,,8,13,8,17,10,15,12,13,Sleight of Hand|Stealth|History|Investigation|Insight|Perception|Persuasion,04 17 18,LG,G,L,Elf,Mage Hand*0,Rapier|Shortbow|Dagger,01-03
c77d90,High Elf,Haunted One,Wizard 1,Wizard,,1,,8,13,9,16,14,16,10,9,History|Investigation|Insight|Perception|Survival,04 17 18,,NA,NA,Elf,Mage Hand*0|Minor Illusion*0|Fire Bolt*0|Prestidigitation*0|Magic Missile*1|Thunderwave*1|Find Familiar*1|Mage Armor*1|Shield*1|Fog Cloud*1,Quarterstaff,01-03
634259,Tiefling,Urban Bounty Hunter,Rogue 1,Rogue,,1,,8,12,13,13,11,14,13,14,Sleight of Hand|Stealth|Deception|Persuasion,04 22 18,,NA,NA,Tiefling,,Rapier|Shortbow|Dagger,01-03
9212f6,Human,Custom,Fighter 1,Fighter,,1,,11,16,14,13,13,13,12,15,Athletics|Insight|Perception|Persuasion,04 22 18,,NA,NA,Human,,Scimitar|Handaxe,01-03
530e8b,Lightfoot Halfling,Folk Hero,Monk 1,Monk,,1,,9,13,14,15,13,11,12,12,Athletics|Acrobatics|Animal Handling|Survival,04 22 18,,NA,NA,Halfling,,Quarterstaff|Dart|Unarmed Strike,01-03
dca8da,Hill Giant,Haunted One,Barbarian 1,Barbarian,,1,,13,12,13,12,12,13,14,13,Athletics|Investigation|Perception|Survival|Intimidation,04 23 18,,NA,NA,,,"Glaive|Crossbow, Light|Javelin",01-03
97fcf8,Human,Soldier,Fighter 1,Fighter,,1,,12,18,16,15,14,13,11,9,Athletics|Acrobatics|Survival|Intimidation,05 09 18,,NA,NA,Human,,"Battleaxe|Crossbow, Light",01-03
479c0b,Human,Urchin,Rogue 1,Rogue,,1,Dungeon Delver,9,14,8,16,8,12,13,17,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,05 11 18,LN,N,L,Human,,Rapier|Shortbow|Dagger,01-03
69be20,Half-Elf,City Watch,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,10,16,8,16,16,13,12,18,Athletics|Arcana|History|Insight|Perception|Persuasion,05 17 18,,NA,NA,Half-Elf,,"Crossbow, Light|Dagger",01-03
54041d,Dragonborn,Haunted One,Fighter 1,Fighter,,1,,21,16,20,15,15,9,9,12,Athletics|Acrobatics|Investigation|Survival,05 23 18,,NA,NA,Dragonborn,,"Greatsword|Crossbow, Light|Handaxe",01-03
6eb863,Protector Aasimar,Hermit,Sorcerer 1,Sorcerer,Divine Soul,1,,26,15,8,14,14,10,14,18,Religion|Insight|Medicine|Persuasion,05 11 18,NG,G,N,Aasimar,Light*0|Fire Bolt*0|Shocking Grasp*0|Guidance*0|Spare the Dying*0|Toll the Dead*0|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Shield*1|Mage Armor*1|Scorching Ray*2,"Crossbow, Light|Dagger",01-03
27eff4,Turtle,Acolyte,Barbarian 1,Barbarian,,1,,11,9,10,8,8,8,9,8,Nature|Religion|Insight|Perception|Survival,05 15 18,,NA,NA,Turtle,,Greataxe|Handaxe|Javelin,01-03
debcb3,Wood Elf,Far Traveler,Ranger 1,Ranger,,1,,9,16,12,20,9,14,11,17,Stealth|Nature|Insight|Perception|Survival,05 09 18,,NA,NA,Elf,,Shortsword|Longbow,01-03
af15cd,Half-Elf,Urchin,Bard 1,Bard,,1,,11,14,8,16,16,8,8,17,Acrobatics|Sleight of Hand|Stealth|History|Medicine|Survival|Performance,05 09 18,,NA,NA,Half-Elf,,Rapier|Dagger,01-03
e32770,Aarakocra,Hermit,Monk 1,Monk,,1,,9,16,13,18,13,11,15,10,Acrobatics|Stealth|Religion|Medicine,05 11 18,,NA,NA,Aarakocra,,Shortsword|Dart|Unarmed Strike,01-03
d5c9b6,Half-Orc,Outlander,Barbarian 1,Barbarian,,1,,15,13,19,10,17,10,10,11,Athletics|Nature|Animal Handling|Survival|Intimidation,05 22 18,,NA,NA,Half-Orc,,Longsword|Handaxe|Javelin,01-03
4c5ed6,Wood Elf,Sage,Cleric 1,Cleric,Life Domain,1,,10,18,10,15,14,10,17,10,Arcana|History|Insight|Medicine|Perception,05 16 18,,NA,NA,Elf,Sacred Flame*0|Thaumaturgy*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Guiding Bolt*1|Inflict Wounds*1,"Mace|Crossbow, Light",01-03
05e566,Dragonborn,Charlatan,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,11,14,15,13,18,13,11,14,Sleight of Hand|Arcana|Deception|Persuasion,05 17 18,CN,N,C,Dragonborn,,Quarterstaff|Dagger,01-03
07cd10,Half-Elf,Acolyte,Paladin 1,Paladin,,1,,11,18,16,10,13,8,12,16,Athletics|Investigation|Religion|Insight|Persuasion,05 17 18,,NA,NA,Half-Elf,,Longsword|Light hammer,01-03
ddbb40,Dragonborn,Haunted One,Warlock 1,Warlock,The Hexblade,1,,8,11,15,10,10,14,15,11,Arcana|Investigation|Deception|Intimidation,05 09 18,,NA,NA,Dragonborn,,"Crossbow, Light|Dagger",01-03
7801cd,Half-Orc,Outlander,Barbarian 1,Barbarian,,1,,14,13,18,13,15,12,12,13,Athletics|Nature|Perception|Survival|Intimidation,05 12 18,,NA,NA,Half-Orc,,Greataxe|Handaxe|Javelin,01-03
850d99,Half-Elf,Entertainer,Warlock 1|Bard 19,Warlock|Bard,The Hexblade|College of Swords,20,Elven Accuracy|Resilient|Lucky,163,13,8,14,16,12,12,20,Acrobatics|Investigation|Perception|Deception|Performance|Persuasion,06 29 18,,NA,NA,Half-Elf,,"Crossbow, Light|Dagger",19-20
40ca29,Sea Elf,Sailor,Ranger 7|Rogue 13,Ranger|Rogue,Gloom Stalker|Scout,20,Skulker|Elven Accuracy|Observant|Sharpshooter|Alert,131,15,12,18,12,10,16,8,Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival,06 01 18,,NA,NA,Elf,Disguise Self*1|Rope Trick*2,Longbow|Rapier,19-20
076d34,Firbolg,Outlander,Barbarian 10|Druid 10,Barbarian|Druid,Path of the Totem Warrior|Circle of the Moon,20,Lucky,235,24,18,16,20,12,20,12,Athletics|Nature|Perception|Survival,06 10 18,,NA,NA,Firbolg,,Maul|Quarterstaff|Javelin,19-20
7b2273,Goliath,Outlander,Fighter 17|Barbarian 3,Fighter|Barbarian,Champion|Path of the Totem Warrior,20,Dual Wielder|Mobile|Tough,247,24,20,13,18,10,10,10,Athletics|Perception|Survival|Intimidation,08 26 18,,NA,NA,Goliath,,"Longsword|Crossbow, Light",19-20
08-Dec-07,Dragonborn,Outlander,Fighter 15|Warlock 5,Fighter|Warlock,Champion|The Hexblade,20,Great Weapon Master|Lucky,155,16,20,10,15,8,12,20,Athletics|Perception|Survival|Intimidation,06 22 18,,NA,NA,Dragonborn,Chill Touch*0|Eldritch Blast*0|Mage Hand*0|Hex*1|Shield*1|Hellish Rebuke*1|Darkness*2|Spider Climb*2|Fly*3,"Greatsword|Crossbow, Light",19-20
93c17c,Half-Elf,Urchin,Rogue 1|Cleric 1|Bard 18,Rogue|Cleric|Bard,|Knowledge Domain|College of Lore,20,Skilled|Prodigy|Alert,200,15,12,18,14,15,15,18,Athletics|Acrobatics|Sleight of Hand|Stealth|Arcana|History|Investigation|Nature|Religion|Animal Handling|Insight|Medicine|Perception|Survival|Deception|Intimidation|Performance|Persuasion,08 05 18,,NA,NA,Half-Elf,Command*1|Identify*1,Rapier|Shortbow|Dagger,19-20
78ea59,Tabaxi,Hermit,Artificer 12|Rogue 8,Artificer|Rogue,Alchemist|Thief,20,,167,15,16,16,14,13,13,15,Stealth|Nature|Religion|Medicine|Perception|Deception|Persuasion,06 12 18,,NA,NA,Tabaxi,Identify*1|Detect Magic*1,"Handaxe|Spear|Crossbow, Light",19-20
a84ca6,Human,Faction Agent,Rogue 5|Cleric 3|Ranger 12,Rogue|Cleric|Ranger,Assassin|Grave Domain|Monster Slayer,20,Crossbow Expert|Sharpshooter|Resilient|Skulker|Observant,222,19,14,18,20,14,20,11,Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Persuasion,06 16 18,,NA,NA,Human,Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3,"Rapier|Dagger|Crossbow, Heavy|Crossbow, hand",19-20
1fdc2b,Variant,Entertainer,Bard 12|Fighter 7|Rogue 1,Bard|Fighter|Rogue,College of Lore|Arcane Archer|,20,Elven Accuracy|Sharpshooter|Observant|Actor,214,16,14,20,14,17,16,21,Acrobatics|Sleight of Hand|Stealth|Arcana|History|Nature|Perception|Deception|Performance|Persuasion,08 07 18,,NA,NA,Half-Elf,,Rapier|Dagger|Longbow,19-20
24baea,Half-Elf,Urchin,Warlock 5|Sorcerer 15,Warlock|Sorcerer,The Celestial|Divine Soul,20,Alert|Observant|Lucky,88,16,8,17,10,10,15,18,Acrobatics|Sleight of Hand|Stealth|Survival|Deception|Intimidation,04 09 18,CG,G,C,Half-Elf,Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Cure Wounds*1|Hellish Rebuke*1|Armor of Agathys*1,Quarterstaff|Light hammer|Dagger,19-20
ade100,Human,Bounty Hunter,Monk 11|Rogue 9,Monk|Rogue,Way of the Kensei|Scout,20,Alert|Observant,103,18,8,19,10,10,19,14,Acrobatics|Stealth|Nature|Religion|Insight|Perception|Survival|Persuasion,04 16 18,CN,N,C,Human,,Dart|Unarmed Strike,19-20
5528fb,Human,Criminal,Fighter 12|Cleric 4,Fighter|Cleric,Battle Master|Forge Domain,16,Crossbow Expert|Sharpshooter|Resilient|Lucky,160,17,9,20,18,11,14,12,Stealth|Insight|Perception|Intimidation|Persuasion,06 17 18,LN,N,L,Human,Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1|Heat Metal*2|Magic Weapon*2,"Longbow|Crossbow, hand|Dagger|Sling|Net",16-18
5bb250,Wood Elf,Outlander,Monk 10|Druid 5,Monk|Druid,Way of the Kensei|Circle of the Moon,15,,107,17,8,19,13,13,17,11,Athletics|Stealth|Nature|Perception|Survival,05 31 18,NN,N,N,Elf,Druidcraft*0|Guidance*0|Mending*0|Poison Spray*0|Produce Flame*0|Resistance*0|Shillelagh*0|Thunderclap*0|Thorn Whip*0|Resistance*0|Mold Earth*0|Magic Stone*0|Gust*0|Frostbite*0|Goodberry*1|Cure Wounds*1|Ice Knife*1|Thunderwave*1|Entangle*1|Healing Word*1,Longbow|Blowgun,12-15
8de568,Human,Criminal,Paladin 6|Bard 6|Warlock 3,Paladin|Bard|Warlock,Oath of Redemption|College of Lore|The Great Old One,15,Heavy Armor Master|Prodigy|Shield Master,122,16,18,12,14,8,13,18,Athletics|Acrobatics|Stealth|Insight|Perception|Survival|Deception|Intimidation|Performance|Persuasion,08 24 18,,NA,NA,Human,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2,Longsword|Javelin,12-15
ac676d,Kishi,Politician,Bard 14|Fighter 1,Bard|Fighter,College of Whispers|,15,War Caster|Observant,124,19,10,18,16,12,14,20,Acrobatics|Sleight of Hand|Insight|Perception|Deception|Performance|Persuasion,07 01 18,NE,E,N,,Vicious Mockery*0|Minor Illusion*0|Mage Hand*0|Prestidigitation*0|Animal Friendship*1|Comprehend Languages*1|Disguise Self*1|Dissonant Whispers*1|Jump*1|Illusory Script*1|Animal Messenger*2|Detect Thoughts*2|Pyrotechnics*2|Heat Metal*2|Skywrite*2|Leomund’s Tiny Hut*3|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Awaken*5|Bigby’s Hand*5|Modify Memory*5|Teleportation Circle*5|Eyebite*6|Forcecage*7|Mordenkainen’s Magnificent Mansion*7,"Rapier|Dagger|Crossbow, hand",12-15
e86620,Half-Orc,Outlander,Paladin 10|Barbarian 5,Paladin|Barbarian,Oath of Ancients|Path of the Ancestral Guardian,15,,204,19,19,9,18,12,9,14,Athletics|Insight|Survival|Intimidation,04 16 18,,NA,NA,Half-Orc,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3,Warhammer|Javelin,12-15
658f79,Half-Orc,Criminal,Rogue 9|Wizard 6,Rogue|Wizard,Assassin|School of Enchantment,15,Dual Wielder|Keen Mind,103,16,13,18,15,16,10,12,Athletics|Acrobatics|Stealth|Perception|Deception|Intimidation|Persuasion,05 01 18,NE,E,N,Half-Orc,Mage Hand*0|Minor Illusion*0|Ray of Frost*0|Prestidigitation*0|Charm Person*1|Disguise Self*1|Color Spray*1|Longstrider*1|Hold Person*2|Spider Climb*2|Cloud of Daggers*2|Dispel Magic*3|Feign Death*3|Nondetection*3,"Rapier|Shortbow|Dagger|Crossbow, hand",12-15
f64631,Human,Noble,Cleric 1|Wizard 13,Cleric|Wizard,Light Domain|School of Divination,14,Lucky,102,18,10,14,16,18,14,11,History|Religion|Insight|Persuasion,06 16 18,,NA,NA,Human,Light*0|Burning Hands*1|Faerie Fire*1,"Mace|Crossbow, Light",12-15
b875b2,Dark Elf,Acolyte,Wizard 12|Fighter 1,Wizard|Fighter,School of Necromancy|,13,,82,15,8,18,15,20,8,9,Arcana|History|Religion|Insight|Perception,08 26 18,,NA,NA,Elf,Light*0|Mage Hand*0|Acid Splash*0|Chill Touch*0|Mending*0|Poison Spray*0|Inflict Wounds*1|Mage Armor*1|Ray of Sickness*1|Thunderwave*1|Jump*1|Charm Person*1|Continual Flame*2|Alter Self*2|Nystul’s Magic Aura*2|Animate Dead*3|Vampiric Touch*3|Lightning Bolt*3|Fireball*3|Arcane Eye*4|Phantasmal Killer*4|Shadow of Moil*4|Conjure Minor Elementals*4|Wall of Force*5|Teleportation Circle*5|Geas*5|Cloudkill*5|Circle of Death*6|Disintegrate*6,Quarterstaff,12-15
3c799c,Dragonborn,Knight,Paladin 2|Wizard 11,Paladin|Wizard,|School of Conjuration,13,,72,18,16,11,12,18,10,13,Arcana|History|Religion|Insight|Persuasion,07 31 18,LN,N,L,Dragonborn,Fire Bolt*0|Prestidigitation*0|Toll the Dead*0|Sword Burst*0|Green-Flame Blade*0|Absorb Elements*1|Detect Magic*1|Find Familiar*1|Magic Missile*1|Shield*1|Tenser’s Floating Disk*1|Unseen Servant*1|Dragon’s Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|Leomund’s Tiny Hut*3|Lightning Bolt*3|Phantom Steed*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Far Step*5|Steel Wind Strike*5|Telekinesis*5|Tenser’s Transformation*6,Greatsword|Javelin,12-15
d2b9bd,Human,Haunted One,Paladin 12|Warlock 1,Paladin|Warlock,Oath of Redemption|The Hexblade,13,Resilient|War Caster,120,22,15,10,16,8,8,20,Athletics|Medicine|Perception|Survival|Persuasion,07 29 18,,NA,NA,Human,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3,Javelin|Longsword,12-15
5babf5,Goliath,Clan Crafter,Fighter 4|Barbarian 9,Fighter|Barbarian,Champion|Path of the Berserker,13,,118,19,20,17,17,8,8,8,Athletics|History|Insight|Perception|Intimidation,06 17 18,,NA,NA,Goliath,,Greatsword|Maul|Handaxe,12-15
c71c5a,Human,Clan Crafter,Monk 10|Barbarian 3,Monk|Barbarian,Way of the Four Elements|Path of the Totem Warrior,13,Alert,87,17,14,18,12,8,16,10,Athletics|Acrobatics|History|Insight|Perception,06 29 18,,NA,NA,Human,,Mace|Dart|Unarmed Strike,12-15
8dec4d,Human,Acolyte,Paladin 4|Sorcerer 8,Paladin|Sorcerer,Oath of Devotion|Draconic Bloodline,12,Polearm Master|Sentinel|War Caster,96,19,20,14,14,10,12,20,Athletics|Religion|Insight|Intimidation|Persuasion,08 27 18,,NA,NA,Human,Booming Blade*0|Green-Flame Blade*0|Fire Bolt*0|Lightning Lure*0|Friends*0|Burning Hands*1|Shield*1|Protection from Evil and Good*1|Sanctuary*1|Scorching Ray*2|Hold Person*2|Fireball*3|Counterspell*3|Greater Invisibility*4|Polymorph*4|Animate Objects*5|Hold Monster*5,Net|Greatclub|Lance,12-15
8d74da,Goliath,Clan Crafter,Fighter 3|Barbarian 9,Fighter|Barbarian,Champion|Path of the Berserker,12,,110,20,19,16,17,8,8,8,Athletics|History|Insight|Perception|Intimidation,06 08 18,,NA,NA,Goliath,,Greatsword|Maul|Handaxe,12-15
668c23,Half-Orc,Barbarian Tribe Member,Fighter 3|Barbarian 9,Fighter|Barbarian,Champion|Path of the Berserker,12,,133,16,19,15,18,8,8,8,Athletics|Animal Handling|Perception|Survival|Intimidation,08 16 18,CN,N,C,Half-Orc,,Greataxe|Longsword|Handaxe|Greatsword,12-15
75040a,Goblin,Criminal,Rogue 7|Ranger 5,Rogue|Ranger,Assassin|Beast Conclave,12,,29,16,8,19,14,14,8,16,Sleight of Hand|Stealth|Investigation|Perception|Survival|Deception|Performance,06 24 18,,NA,NA,Goblin,Ensnaring Strike*1|Hail of Thorns*1|Hunter’s Mark*1|Cure Wounds*1|Cordon Of Arrows*2|Pass Without Trace*2,Rapier|Shortbow|Dagger|Scimitar,12-15
04c010,Human,Hermit,Barbarian 3|Bard 4|Monk 5,Barbarian|Bard|Monk,Path of the Totem Warrior|College of Whispers|Way of the Kensei,12,Prodigy,95,17,16,14,14,10,14,14,Athletics|Stealth|Nature|Religion|Medicine|Perception|Survival|Performance,07 25 18,NG,G,N,Human,Mage Hand*0|Prestidigitation*0|Message*0|Cure Wounds*1|Charm Person*1|Comprehend Languages*1|Identify*1|Pyrotechnics*2|Locate Object*2|Knock*2,Longsword|Handaxe|Javelin|Unarmed Strike,12-15
4.77E+07,Minotaur,Acolyte,Wizard 11|Fighter 1,Wizard|Fighter,School of Necromancy|,12,,78,19,10,15,13,20,10,9,Arcana|Investigation|Religion|Insight|Perception,08 16 18,CN,N,C,,Toll the Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Mage Hand*0|Burning Hands*1|Catapult*1|Chromatic Orb*1|Find Familiar*1|Disguise Self*1|Shield*1|Ray of Sickness*1|False Life*1|Magic Missile*1|Thunderwave*1|Comprehend Languages*1|Sleep*1|Crown of Madness*2|Cloud of Daggers*2|Earthbind*2|Enlarge/Reduce*2|Misty Step*2|Magic Weapon*2|Scorching Ray*2|Magic Mouth*2|Skywrite*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|Flame Arrows*3|Tiny Servant*3|Thunder Step*3|Fear*3|Fireball*3|Phantom Steed*3|Water Breathing*3|Blight*4|Phantasmal Killer*4|Wall of Fire*4|Dimension Door*4|Arcane Eye*4|Enervation*5|Teleportation Circle*5|Soul Cage*6,Dagger|Quarterstaff|Battleaxe|Rapier,12-15
d544a5,Minotaur,Sage,Fighter 11|Wizard 1,Fighter|Wizard,Battle Master|,12,,82,16,20,12,13,15,10,10,Arcana|History|Perception|Survival,05 18 18,CN,N,C,,Toll the Dead*0|Dancing Lights*0|Sword Burst*0|Absorb Elements*1|Shield*1|Magic Missile*1|Comprehend Languages*1|Find Familiar*1,"Greatsword|Battleaxe|Crossbow, Light",12-15
cb5042,Dragonborn,Sailor,Fighter 8|Ranger 4,Fighter|Ranger,Sharpshooter|Hunter Conclave,12,Tough,113,18,15,20,14,10,12,11,Athletics|Acrobatics|Stealth|History|Perception|Survival,05 19 18,,NA,NA,Dragonborn,Hunter’s Mark*1|Goodberry*1|Cure Wounds*1,"Longbow|Rapier|Crossbow, Light",12-15
b74467,Goliath,Barbarian Tribe Member,Fighter 9|Barbarian 3,Fighter|Barbarian,Champion|Path of the Battlerager,12,Dual Wielder,104,18,18,10,17,8,8,15,Athletics|Perception|Survival|Intimidation,05 22 18,,NA,NA,Goliath,,Battleaxe|Handaxe,12-15
cfaf95,Wood Elf,Courtier,Wizard 10|Cleric 1|Druid 1,Wizard|Cleric|Druid,Bladesinging|War Domain|,12,War Caster,64,21,8,18,12,16,14,8,Arcana|History|Insight|Perception|Performance|Persuasion,05 12 18,,NA,NA,Elf,Divine Favor*1|Shield of Faith*1,Quarterstaff,12-15
